"LoincNumber","ConsumerName"
"14011-1","Platelet associated IgA antibody, Blood"
"29496-7","Platelet associated IgA antibody, Blood"
"14012-9","Platelet associated IgG antibody, Blood"
"29497-5","Platelet associated IgG antibody, Blood"
"47008-8","Platelet associated IgG antibody, Blood"
"8089-5","Platelet associated IgG antibody, Blood"
"33404-5","Platelet Associated IgG/IgM Antibody, Blood"
"14013-7","Platelet associated IgM antibody, Blood"
"29498-3","Platelet associated IgM antibody, Blood"
"8090-3","Platelet associated IgM antibody, Blood"
"93319-2","Platelet CD41 actual/normal, Blood"
"93317-6","Platelet CD42a actual/normal, Blood"
"93316-8","Platelet CD42b actual/normal, Blood"
"93315-0","Platelet CD49b actual/normal, Blood"
"93318-4","Platelet CD61 actual/normal, Blood"
"40741-1","Platelet clump, Blood"
"7796-6","Platelet clump, Blood"
"76137-9","Platelet component distribution width, Blood"
"14301-6","Platelet concentrate units available, Blood Product Unit"
"1299-7","Platelet count given dose"
"12243-2","Platelet count, Blood"
"13056-7","Platelet count, Blood"
"26515-7","Platelet count, Blood"
"26516-5","Platelet count, Blood"
"49497-1","Platelet count, Blood"
"5907-1","Platelet count, Blood"
"74464-9","Platelet count, Blood"
"74775-8","Platelet count, Blood"
"777-3","Platelet count, Blood"
"778-1","Platelet count, Blood"
"79427-1","Platelet count, Blood"
"9317-9","Platelet count, Blood"
"97995-5","Platelet count, Blood"
"40574-6","Platelet count, Body fluid"
"11126-0","Platelet count, Bone marrow"
"47284-5","Platelet count, Cord blood"
"55802-3","Platelet count, Cord blood"
"13057-5","Platelet count, Dialysis fluid"
"45370-4","Platelet crossmatch, Blood"
"79768-8","Platelet dense bodies, Blood"
"100754-1","Platelet disorders multigene analysis, Blood or tissue specimen"
"32207-3","Platelet distribution width, Blood"
"51631-0","Platelet distribution width, Blood"
"74452-4","Platelet distribution width, Cord blood"
"76685-7","Platelet dry mass distribution width, Blood"
"40686-8","Platelet factor 3, Blood"
"6001-2","Platelet factor 3, Blood"
"50747-5","Platelet factor 4 antigen, Blood"
"6003-8","Platelet factor 4 antigen, Blood"
"33594-3","Platelet factor 4, Blood"
"6002-0","Platelet factor 4, Blood"
"24472-3","Platelet function (closure time) collagen+ADP induced, Blood"
"24471-5","Platelet function (closure time) collagen+EPINEPHrine induced, Blood"
"91124-8","Platelet Function With ADP Induction Panel, Blood"
"72257-9","Platelet Function.collagen + Adenosine Diphosphate Induced and EPINEPHrine Induced Panel, Blood"
"35460-5","Platelet genotype, Amniotic fluid"
"34977-9","Platelet genotype, Blood"
"43302-9","Platelet glycoprotein antibody, Blood"
"47084-9","Platelet glycoprotein ia/IIa antibody, Blood"
"63479-0","Platelet glycoprotein ia/IIa antibody, Blood"
"48502-9","Platelet glycoprotein ia/IIa IgG antibody, Blood"
"48506-0","Platelet glycoprotein ib/Ix antibody, Blood"
"63478-2","Platelet glycoprotein ib/Ix antibody, Blood"
"48503-7","Platelet glycoprotein ib/Ix IgG antibody, Blood"
"48505-2","Platelet Glycoprotein IIb/IIIa antibody, Blood"
"48594-6","Platelet Glycoprotein IIb/IIIa antibody, Blood"
"50365-6","Platelet Glycoprotein IIb/IIIa antibody, Blood"
"53815-7","Platelet Glycoprotein IIb/IIIa antibody, Blood"
"48504-5","Platelet Glycoprotein IIb/IIIa IgG antibody, Blood"
"87757-1","Platelet glycoprotein intravenous antibody, Blood"
"93314-3","Platelet glycoprotein VI actual/normal, Blood"
"13062-5","Platelet IgA antibody, Blood"
"31185-2","Platelet IgA antibody, Blood"
"11570-9","Platelet IgG antibody, Blood"
"15400-5","Platelet IgG antibody, Blood"
"6927-8","Platelet IgG antibody, Blood"
"13061-7","Platelet IgM antibody, Blood"
"31186-0","Platelet IgM antibody, Blood"
"73556-3","Platelet IgM antibody, Blood"
"55206-7","Platelet mass, Blood"
"30459-2","Platelet mean diameter, Blood"
"775-7","Platelet mean diameter, Blood"
"28542-9","Platelet mean volume, Blood"
"32623-1","Platelet mean volume, Blood"
"32711-4","Platelet mean volume, Blood"
"776-5","Platelet mean volume, Blood"
"47283-7","Platelet mean volume, Cord blood"
"11125-2","Platelet morphology finding, Blood"
"58406-0","Platelet morphology panel, Blood"
"18312-9","Platelet satellitism, Blood"
"93320-0","Platelet surface glycoprotein disorders panel, Blood"
"51637-7","Plateletcrit, Blood"
"98238-9","Platelet-derived growth factor B+BB, Blood"
"82431-8","Platelet-derived growth factor receptor antibody, Blood"
"82432-6","Platelet-derived growth factor receptor antibody, Blood"
"72315-5","Platelet-derived growth factor receptor IgG antibody, Blood"
"14300-8","Plateletpheresis units available, Blood Product Unit"
"33216-3","Platelets Agranular, Blood"
"15201-7","Platelets large fragments, Blood"
"32146-3","Platelets large, Blood"
"34167-7","Platelets large, Blood"
"96354-6","Platelets large, Blood"
"48386-7","Platelets large/Platelets, Blood"
"97994-8","Platelets large/Platelets, Blood"
"53800-9","Platelets panel, Blood"
"51633-6","Platelets reticulated per 100 Platelets, Blood"
"71693-6","Platelets reticulated per 100 Platelets, Blood"
"51632-8","Platelets reticulated, Blood"
"70032-8","Platelets reticulated, Blood"
"71692-8","Platelets reticulated, Blood"
"32208-1","Platelets small, Blood"
"10916-5","Platinum, Blood"
"5714-1","Platinum, Blood"
"51202-0","Platinum, Body fluid"
"50900-0","Platinum, Hair"
"5713-3","Platinum, Hair"
"60166-6","Platinum, Nail"
"60167-4","Platinum, Red blood cells"
"9400-3","Platinum, Specimen"
"50899-4","Platinum, Tissue"
"60168-2","Platinum, Tissue"
"52897-6","Platinum, Urine"
"52909-9","Platinum, Urine"
"5715-8","Platinum, Urine"
"52924-8","Platinum/Creatinine, Urine"
"52925-5","Platinum/Creatinine, Urine"
"92024-9","Plazomicin trough, Blood"
"99128-1","PLCG2 gene variant analysis, Blood or tissue specimen"
"82304-7","Plesiomonas shigelloides culture, Stool"
"70296-9","Plesiomonas shigelloides, Stool"
"82198-3","Plesiomonas shigelloides, Stool"
"32203-2","Pleural fluid Unidentified cells Manual Cnt test"
"34989-4","Pleural fluid Unidentified cells test"
"34983-7","Pleural fluid Unidentified cells/per 100 white blood cells test"
"99969-8","PLG gene variant analysis, Blood or tissue specimen"
"53890-0","PLOD1 gene variant analysis, Blood or tissue specimen"
"77071-9","PLOD2 gene familial variant analysis, Blood or tissue specimen"
"77070-1","PLOD2 gene variant analysis, Blood or tissue specimen"
"77113-9","PLOD3 gene familial variant analysis, Blood or tissue specimen"
"77112-1","PLOD3 gene variant analysis, Blood or tissue specimen"
"42179-2","PLP1 gene duplication analysis, Blood or tissue specimen"
"39089-8","PLP1 gene variant analysis, Blood or tissue specimen"
"97606-8","PLPEth, Blood"
"15953-3","Plum allergy test"
"43592-5","Plum allergy test"
"6853-6","Plum allergy test"
"60395-1","Plum IgG antibody"
"7617-4","Plum IgG antibody"
"21469-2","Plum IgG RAST class"
"56361-9","Plum IgG4 antibody"
"7618-2","Plum pollen allergy test"
"17468-0","Plutonium, Urine"
"14131-7","PM-1 antibody, Blood"
"17469-8","PM-1 antibody, Blood"
"17470-6","PM-1 antibody, Blood"
"17471-4","PM-1 antibody, Blood"
"59399-6","PM-1 antibody, Blood"
"95203-6","PMA+ionomycin stimulated CD107a+b expressing CD8 cells per 100 CD3+CD8+ Cells, Blood"
"95204-4","PMA+ionomycin stimulated gamma interferon producing CD8 Cells per 100 CD3+CD8+ Cells, Blood"
"56753-7","PML antibody, Blood"
"82923-4","PML IgG antibody, Blood"
"81818-7","PMM2 gene variant analysis, Blood or tissue specimen"
"35324-3","PMP22 gene allele 1, Blood or tissue specimen"
"35325-0","PMP22 gene allele 2, Blood or tissue specimen"
"75384-8","PMP22 gene deletion/duplication analysis, Blood or tissue specimen"
"21727-3","PMP22 gene variant analysis, Blood or tissue specimen"
"21728-1","PMP22 gene variants tested for, Blood or tissue specimen"
"50328-4","PMS-2 antigen, Tissue"
"79417-2","PMS2 gene deletion/duplication analysis, Blood or tissue specimen"
"79419-8","PMS2 gene variant analysis, Blood or tissue specimen"
"13097-1","PM-SCL extractable nuclear antibody, Blood"
"31562-2","PM-SCL extractable nuclear antibody, Blood"
"31563-0","PM-SCL extractable nuclear antibody, Blood"
"33635-4","PM-SCL extractable nuclear antibody, Blood"
"53007-1","PM-SCL extractable nuclear antibody, Blood"
"53008-9","PM-SCL extractable nuclear antibody, Blood"
"56721-4","PM-SCL extractable nuclear antibody, Blood"
"63307-3","PM-SCL extractable nuclear antibody, Body fluid"
"63308-1","PM-SCL extractable nuclear antibody, Spinal fluid"
"81731-2","PM-SCL extractable nuclear antibody, Spinal fluid"
"89536-7","PM-SCL extractable nuclear antibody, Spinal fluid"
"81732-0","PM-SCL-100 antibody, Blood"
"88735-6","PM-SCL-100 antibody, Blood"
"61120-2","PM-SCL-100 IgG antibody, Blood"
"82925-9","PM-SCL-100 IgG antibody, Blood"
"81733-8","PM-SCL-75 antibody, Blood"
"88736-4","PM-SCL-75 antibody, Blood"
"72724-8","PM-SCL-75 IgG antibody, Blood"
"6520-1","Pneumocystis carinii antigen, Specimen"
"14514-4","Pneumocystis jiroveci antigen, Blood"
"31932-7","Pneumocystis jiroveci antigen, Blood"
"31937-6","Pneumocystis jiroveci antigen, Blood"
"6518-5","Pneumocystis jiroveci antigen, Blood"
"14522-7","Pneumocystis jiroveci antigen, Bronchial specimen"
"31933-5","Pneumocystis jiroveci antigen, Bronchial specimen"
"88691-1","Pneumocystis jiroveci antigen, Bronchoalveolar lavage specimen"
"14519-3","Pneumocystis jiroveci antigen, Eye"
"31935-0","Pneumocystis jiroveci antigen, Eye"
"91824-3","Pneumocystis jiroveci antigen, Lower respiratory"
"14520-1","Pneumocystis jiroveci antigen, Nose"
"31936-8","Pneumocystis jiroveci antigen, Nose"
"14516-9","Pneumocystis jiroveci antigen, Semen"
"31938-4","Pneumocystis jiroveci antigen, Semen"
"31943-4","Pneumocystis jiroveci antigen, Specimen"
"700-5","Pneumocystis jiroveci antigen, Specimen"
"14515-1","Pneumocystis jiroveci antigen, Spinal fluid"
"31934-3","Pneumocystis jiroveci antigen, Spinal fluid"
"31939-2","Pneumocystis jiroveci antigen, Sputum"
"6519-3","Pneumocystis jiroveci antigen, Sputum"
"14517-7","Pneumocystis jiroveci antigen, Stool"
"31940-0","Pneumocystis jiroveci antigen, Stool"
"14518-5","Pneumocystis jiroveci antigen, Throat"
"31941-8","Pneumocystis jiroveci antigen, Throat"
"14521-9","Pneumocystis jiroveci antigen, Urine"
"31942-6","Pneumocystis jiroveci antigen, Urine"
"49436-9","Pneumocystis jiroveci, Blood"
"49440-1","Pneumocystis jiroveci, Blood"
"49442-7","Pneumocystis jiroveci, Bone marrow"
"49438-5","Pneumocystis jiroveci, Bronchoalveolar lavage specimen"
"88688-7","Pneumocystis jiroveci, Lower respiratory"
"88689-5","Pneumocystis jiroveci, Lower respiratory"
"88690-3","Pneumocystis jiroveci, Lower respiratory"
"89996-3","Pneumocystis jiroveci, Lower respiratory"
"100693-1","Pneumocystis jiroveci, Respiratory"
"48055-8","Pneumocystis jiroveci, Specimen"
"49441-9","Pneumocystis jiroveci, Specimen"
"6521-9","Pneumocystis jiroveci, Specimen"
"49439-3","Pneumocystis jiroveci, Spinal fluid"
"49437-7","Pneumocystis jiroveci, Tissue"
"95912-2","Pneumocystis jiroveci, Tissue"
"10712-8","Pneumocystis sp test, Lung tissue"
"18308-7","Pneumocystis sp test, Lung tissue"
"13326-4","Pneumocystis sp test, Specimen"
"90735-2","PNH GPI-Linked White Blood Cell and Red Blood Cell Ag Panel, Blood"
"38749-8","P-nitrobiphenyl, Air"
"53891-8","PNKD gene variant analysis, Blood or tissue specimen"
"38908-0","Poikilocytosis, Blood"
"779-9","Poikilocytosis, Blood"
"7619-0","Poison ivy allergy test"
"48976-5","POLG gene variant analysis, Blood or tissue specimen"
"24243-8","Polio virus 1 antibody specimen 1, Blood"
"24244-6","Polio virus 1 antibody specimen 2, Blood"
"22446-9","Polio virus 1 antibody, Blood"
"30546-6","Polio virus 1 antibody, Blood"
"5282-9","Polio virus 1 antibody, Blood"
"7985-5","Polio virus 1 antibody, Blood"
"31063-1","Polio virus 1 antibody, Body fluid"
"31565-5","Polio virus 1 antibody, Body fluid"
"42981-1","Polio virus 1 antibody, Body fluid"
"18397-0","Polio virus 1 antibody, Spinal fluid"
"22445-1","Polio virus 1 antibody, Spinal fluid"
"31564-8","Polio virus 1 antibody, Spinal fluid"
"24169-5","Polio virus 1 neutralizing antibody specimen 1, Blood"
"24170-3","Polio virus 1 neutralizing antibody specimen 2, Blood"
"5281-1","Polio virus 1 neutralizing antibody, Blood"
"24245-3","Polio virus 2 antibody specimen 1, Blood"
"24246-1","Polio virus 2 antibody specimen 2, Blood"
"22448-5","Polio virus 2 antibody, Blood"
"30547-4","Polio virus 2 antibody, Blood"
"5284-5","Polio virus 2 antibody, Blood"
"7986-3","Polio virus 2 antibody, Blood"
"31064-9","Polio virus 2 antibody, Body fluid"
"31567-1","Polio virus 2 antibody, Body fluid"
"42978-7","Polio virus 2 antibody, Body fluid"
"18398-8","Polio virus 2 antibody, Spinal fluid"
"22447-7","Polio virus 2 antibody, Spinal fluid"
"31566-3","Polio virus 2 antibody, Spinal fluid"
"24171-1","Polio virus 2 neutralizing antibody specimen 1, Blood"
"24172-9","Polio virus 2 neutralizing antibody specimen 2, Blood"
"5283-7","Polio virus 2 neutralizing antibody, Blood"
"24247-9","Polio virus 3 antibody specimen 1, Blood"
"24248-7","Polio virus 3 antibody specimen 2, Blood"
"22450-1","Polio virus 3 antibody, Blood"
"30548-2","Polio virus 3 antibody, Blood"
"5286-0","Polio virus 3 antibody, Blood"
"7987-1","Polio virus 3 antibody, Blood"
"31065-6","Polio virus 3 antibody, Body fluid"
"31569-7","Polio virus 3 antibody, Body fluid"
"42979-5","Polio virus 3 antibody, Body fluid"
"18399-6","Polio virus 3 antibody, Spinal fluid"
"22449-3","Polio virus 3 antibody, Spinal fluid"
"31568-9","Polio virus 3 antibody, Spinal fluid"
"24173-7","Polio virus 3 neutralizing antibody specimen 1, Blood"
"24174-5","Polio virus 3 neutralizing antibody specimen 2, Blood"
"5285-2","Polio virus 3 neutralizing antibody, Blood"
"68320-1","Polio virus Ab panel, Blood"
"16284-2","Polio virus antibody, Blood"
"27261-7","Polio virus antibody, Blood"
"42980-3","Polio virus antibody, Blood"
"40709-8","Polio virus antibody, Spinal fluid"
"60546-9","Polio virus culture"
"73907-8","Polio virus culture, Specimen"
"53645-8","Polio virus culture, Stool"
"40708-0","Polio virus IgG antibody specimen 2, Blood"
"40783-3","Polio virus IgG antibody specimen 2, Spinal fluid"
"40781-7","Polio virus IgM antibody specimen 1, Blood"
"40782-5","Polio virus IgM antibody specimen 1, Spinal fluid"
"41506-7","Polio virus neutralizing Ab panel, Blood"
"11191-4","Pollock allergy test"
"21470-0","Pollock allergy test"
"100821-8","POLST panel"
"17472-2","Polybrominated biphenyl, Blood"
"74410-2","Polychlorinated Biphenyl (PCB) Panel, Blood"
"38752-2","Polychlorinated Biphenyl (PCB), Air"
"43213-8","Polychlorinated Biphenyl (PCB), Blood"
"5716-6","Polychlorinated Biphenyl (PCB), Blood"
"73993-8","Polychlorinated Biphenyl (PCB), Blood"
"73994-6","Polychlorinated Biphenyl (PCB), Blood"
"27015-7","Polychlorinated Biphenyl (PCB), Body fluid"
"16179-4","Polychlorinated Biphenyl (PCB), Tissue"
"18251-9","Polychlorinated Biphenyl (PCB), Tissue"
"5717-4","Polychlorinated Biphenyl (PCB), Urine"
"61175-6","Polychlorinated Biphenyl.Aroclor 1242, Blood"
"61176-4","Polychlorinated Biphenyl.Aroclor 1248, Blood"
"12991-6","Polychlorinated Biphenyl.Aroclor 1254, Blood"
"12990-8","Polychlorinated Biphenyl.Aroclor 1260, Blood"
"10378-8","Polychromasia, Blood"
"93018-0","Polyclonal plasma cells, Bone marrow"
"93358-0","Polyclonal plasma cells/Cells Counted, Bone marrow"
"93020-6","Polyclonal plasma cells/Total Plasma Cells, Bone marrow"
"31160-5","Polymorphonuclear cells per 100 white blood cells, Blood"
"34999-3","Polymorphonuclear cells per 100 white blood cells, Blood"
"26518-1","Polymorphonuclear cells per 100 white blood cells, Body fluid"
"71696-9","Polymorphonuclear cells per 100 white blood cells, Body fluid"
"9306-2","Polymorphonuclear cells per 100 white blood cells, Body fluid"
"49787-5","Polymorphonuclear cells per 100 white blood cells, Pericardial fluid"
"49966-5","Polymorphonuclear cells per 100 white blood cells, Pericardial fluid"
"70036-9","Polymorphonuclear cells per 100 white blood cells, Pericardial fluid"
"58801-2","Polymorphonuclear cells per 100 white blood cells, Peritoneal dialysis fluid"
"14375-0","Polymorphonuclear cells per 100 white blood cells, Peritoneal fluid"
"26520-7","Polymorphonuclear cells per 100 white blood cells, Peritoneal fluid"
"70039-3","Polymorphonuclear cells per 100 white blood cells, Peritoneal fluid"
"14374-3","Polymorphonuclear cells per 100 white blood cells, Pleural fluid"
"26519-9","Polymorphonuclear cells per 100 white blood cells, Pleural fluid"
"70067-4","Polymorphonuclear cells per 100 white blood cells, Pleural fluid"
"14377-6","Polymorphonuclear cells per 100 white blood cells, Semen"
"26521-5","Polymorphonuclear cells per 100 white blood cells, Semen"
"12244-0","Polymorphonuclear cells per 100 white blood cells, Spinal fluid"
"26517-3","Polymorphonuclear cells per 100 white blood cells, Spinal fluid"
"14379-2","Polymorphonuclear cells per 100 white blood cells, Stomach fluid"
"30460-0","Polymorphonuclear cells per 100 white blood cells, Stomach fluid"
"14330-5","Polymorphonuclear cells per 100 white blood cells, Stool"
"30461-8","Polymorphonuclear cells per 100 white blood cells, Stool"
"14376-8","Polymorphonuclear cells per 100 white blood cells, Synovial fluid"
"26522-3","Polymorphonuclear cells per 100 white blood cells, Synovial fluid"
"70040-1","Polymorphonuclear cells per 100 white blood cells, Synovial fluid"
"14378-4","Polymorphonuclear cells per 100 white blood cells, Urine"
"30462-6","Polymorphonuclear cells per 100 white blood cells, Urine"
"35003-3","Polymorphonuclear cells, Blood"
"32035-8","Polymorphonuclear cells, Body fluid"
"35002-5","Polymorphonuclear cells, Body fluid"
"71698-5","Polymorphonuclear cells, Body fluid"
"32036-6","Polymorphonuclear cells, Pericardial fluid"
"70045-0","Polymorphonuclear cells, Pericardial fluid"
"75659-3","Polymorphonuclear cells, Pericardial fluid"
"100707-9","Polymorphonuclear cells, Peritoneal dialysis fluid"
"32038-2","Polymorphonuclear cells, Peritoneal fluid"
"35005-8","Polymorphonuclear cells, Peritoneal fluid"
"70048-4","Polymorphonuclear cells, Peritoneal fluid"
"75660-1","Polymorphonuclear cells, Peritoneal fluid"
"32037-4","Polymorphonuclear cells, Pleural fluid"
"35000-9","Polymorphonuclear cells, Pleural fluid"
"70044-3","Polymorphonuclear cells, Pleural fluid"
"75661-9","Polymorphonuclear cells, Pleural fluid"
"53521-1","Polymorphonuclear cells, Semen"
"20473-5","Polymorphonuclear cells, Specimen"
"32034-1","Polymorphonuclear cells, Spinal fluid"
"35001-7","Polymorphonuclear cells, Spinal fluid"
"76497-7","Polymorphonuclear cells, Spinal fluid"
"32039-0","Polymorphonuclear cells, Synovial fluid"
"35004-1","Polymorphonuclear cells, Synovial fluid"
"70049-2","Polymorphonuclear cells, Synovial fluid"
"75662-7","Polymorphonuclear cells, Synovial fluid"
"32788-2","Polymorphonuclear cells/Monocytes, Blood"
"71627-4","Polymorphonuclear cells/White Blood Cells, Peritoneal fluid"
"71608-4","Polymorphonuclear cells/White Blood Cells, Pleural fluid"
"71617-5","Polymorphonuclear cells/White Blood Cells, Synovial fluid"
"17473-0","Polymyxin B, Blood"
"25269-2","Polymyxin B, Specimen"
"85285-5","Polyp in which invasive carcinoma arose, Colorectal cancer specimen"
"33757-6","Polyp size additional dimensions, Specimen"
"33756-8","Polyp size greatest dimension, Specimen"
"33758-4","Polyp stalk length, Specimen"
"33745-1","Polyps, Specimen"
"84881-2","Polyps, Specimen"
"12300-0","Polythiazide, Urine"
"35177-5","Polyunsaturated fatty acids, Blood"
"99619-9","Polyunsaturated fatty acids, RBC.lysate"
"21471-8","Pomegranate allergy test"
"21472-6","Pomegranate allergy test"
"81840-1","POMGNT1 gene variant analysis, Blood or tissue specimen"
"63414-7","Pompe Disease NBS Panel, Dried blood spot"
"63416-2","Pompe disease newborn screening comment-discussion, Dried blood spot"
"63415-4","Pompe disease, Dried blood spot"
"51757-3","POMT1 gene variant analysis, Blood or tissue specimen"
"51758-1","POMT2 gene variant analysis, Blood or tissue specimen"
"78378-7","PON1 gene c.575A>G, Blood or tissue specimen"
"7610-9","Pondorosa pine allergy test"
"927-4","Pooled blood product, Blood Product Unit"
"52118-7","Pooled platelets units available, Blood Product Unit"
"97607-6","POPEth, Blood"
"7621-6","Poplar Sp allergy test"
"15955-8","Poppy seed allergy test"
"7623-2","Poppy seed allergy test"
"100387-0","Poppy seed IgG antibody"
"63115-0","Poppy seed IgG antibody"
"56362-7","Poppy seed IgG4 antibody"
"43138-7","Population size, Investigation"
"43339-1","Porcine Adenovirus antibody, Blood"
"46201-0","Porcine Adenovirus antibody, Blood"
"87381-0","Porcine Adenovirus antibody, Blood"
"23765-1","Porcine Adenovirus antigen, Tissue"
"93764-9","Porcine Astrovirus Type 3, Specimen"
"90887-1","Porcine circovirus type 3 ORF2 gene"
"87382-8","Porcine cytomegalovirus, Specimen"
"93753-2","Porcine cytomegalovirus, Specimen"
"86711-9","Porcine Deltacoronavirus antigen, Tissue"
"86204-5","Porcine Deltacoronavirus culture, Specimen"
"76339-1","Porcine Deltacoronavirus, Specimen"
"76340-9","Porcine Deltacoronavirus, Specimen"
"90329-4","Porcine Deltacoronavirus/Positive Control, Specimen"
"23361-9","Porcine Enterovirus antibody, Blood"
"23363-5","Porcine Enterovirus antibody, Blood"
"23360-1","Porcine Enterovirus antigen, Specimen"
"23364-3","Porcine Enterovirus antigen, Specimen"
"31944-2","Porcine Enterovirus antigen, Specimen"
"23362-7","Porcine Enterovirus neutralizing antibody, Blood"
"86698-8","Porcine Epidemic Diarrhea virus"
"86200-3","Porcine Epidemic Diarrhea virus culture, Specimen"
"86207-8","Porcine Epidemic Diarrhea virus IgG antibody, Blood"
"86219-3","Porcine Epidemic Diarrhea virus IgG antibody, Blood"
"86216-9","Porcine Epidemic Diarrhea virus neutralizing antibody, Blood"
"86928-9","Porcine Epidemic Diarrhea virus Whole Genome"
"74752-7","Porcine Epidemic Diarrhea virus, Specimen"
"76338-3","Porcine Epidemic Diarrhea virus, Specimen"
"86710-1","Porcine Epidemic Diarrhea virus, Specimen"
"86202-9","Porcine Epidemic Diarrhea virus, Tissue"
"86695-4","Porcine Epidemic Diarrhea virus/Positive Control, Blood"
"86693-9","Porcine Epidemic Diarrhea virus/Positive Control, Specimen"
"86694-7","Porcine Epidemic Diarrhea virus/Positive Control, Specimen"
"16103-4","Porcine gelatin allergy test"
"21298-5","Porcine gelatin allergy test"
"87383-6","Porcine hemagglutinating encephalomyelitis virus, Specimen"
"23768-5","Porcine Influenza virus A antibody, Blood"
"31570-5","Porcine Influenza virus A antibody, Blood"
"42977-9","Porcine Influenza virus A antibody, Blood"
"23769-3","Porcine Influenza virus A antigen, Tissue"
"87385-1","Porcine Parainfluenza virus 1 F gene"
"87384-4","Porcine Parainfluenza virus 1 HN gene"
"87386-9","Porcine parainfluenza virus 1, Specimen"
"87387-7","Porcine parainfluenza virus 1, Specimen"
"90330-2","Porcine parainfluenza virus 1, Specimen"
"23365-0","Porcine Parvovirus antibody, Blood"
"23366-8","Porcine Parvovirus antibody, Blood"
"23770-1","Porcine Parvovirus antibody, Blood"
"31571-3","Porcine Parvovirus antibody, Blood"
"86734-1","Porcine Parvovirus antibody, Blood"
"23771-9","Porcine Parvovirus antigen, Tissue"
"86733-3","Porcine Parvovirus culture, Specimen"
"86736-6","Porcine parvovirus type 1, Specimen"
"86741-6","Porcine parvovirus type 2, Specimen"
"86735-8","Porcine Parvovirus, Specimen"
"23372-6","Porcine respiratory coronavirus antibody, Blood"
"23374-2","Porcine respiratory coronavirus antibody, Blood"
"23375-9","Porcine respiratory coronavirus antibody, Blood"
"23377-5","Porcine respiratory coronavirus antigen, Small intestine tissue"
"23376-7","Porcine respiratory coronavirus antigen, Specimen"
"23373-4","Porcine respiratory coronavirus neutralizing antibody, Blood"
"23378-3","Porcine respiratory coronavirus, Specimen"
"86703-6","Porcine respiratory coronavirus, Specimen"
"86927-1","Porcine respiratory coronavirus/Negative Control, Blood"
"23773-5","Porcine Rotavirus antigen, Tissue"
"87388-5","Porcine sapelovirus culture, Specimen"
"87389-3","Porcine sapelovirus, Specimen"
"87390-1","Porcine sapelovirus, Specimen"
"87399-2","Porcine teschovirus culture, Specimen"
"87391-9","Porcine teschovirus, Specimen"
"87392-7","Porcine teschovirus, Specimen"
"15956-6","Pork allergy test"
"61347-1","Pork allergy test"
"6219-0","Pork allergy test"
"35543-8","Pork IgG antibody"
"6734-8","Pork IgG antibody"
"21475-9","Pork IgG RAST class"
"56442-7","Pork IgG4 antibody"
"7624-0","Pork triggered histamine release, Blood"
"48212-5","Pork triggered leukotriene release, White blood cells"
"2808-4","Porphobilin, Blood"
"12810-8","Porphobilinogen deaminase, Blood"
"2812-6","Porphobilinogen deaminase, Red blood cells"
"49228-0","Porphobilinogen deaminase, Red blood cells"
"12916-3","Porphobilinogen synthase, Blood"
"12917-1","Porphobilinogen synthase, Blood"
"2813-4","Porphobilinogen synthase, Red blood cells"
"79465-1","Porphobilinogen synthase, Red blood cells"
"17474-8","Porphobilinogen, Blood"
"56483-1","Porphobilinogen, Stool"
"12245-7","Porphobilinogen, Urine"
"14882-5","Porphobilinogen, Urine"
"24446-7","Porphobilinogen, Urine"
"27382-1","Porphobilinogen, Urine"
"2809-2","Porphobilinogen, Urine"
"2810-0","Porphobilinogen, Urine"
"2811-8","Porphobilinogen, Urine"
"34356-6","Porphobilinogen, Urine"
"13797-6","Porphobilinogen/Creatinine, Urine"
"34357-4","Porphobilinogen/Creatinine, Urine"
"74441-7","Porphobilinogen/Creatinine, Urine"
"74910-1","Porphyrin fractions and Creatinine panel, Urine"
"58732-9","Porphyrin fractions panel, Blood"
"77009-9","Porphyrin fractions panel, Blood"
"74445-8","Porphyrin fractions panel, Stool"
"74835-0","Porphyrin fractions panel, Stool"
"94548-5","Porphyrin fractions panel, Stool"
"43116-3","Porphyrin fractions panel, Urine"
"93707-8","Porphyrin fractions panel, Urine"
"43114-8","Porphyrin fractions, Urine"
"14883-3","Porphyrins, Blood"
"2815-9","Porphyrins, Blood"
"33311-2","Porphyrins, Blood"
"17478-9","Porphyrins, Body fluid"
"17476-3","Porphyrins, Red blood cells"
"2814-2","Porphyrins, Red blood cells"
"39784-4","Porphyrins, Red blood cells"
"14171-3","Porphyrins, Stool"
"14884-1","Porphyrins, Stool"
"15090-4","Porphyrins, Stool"
"17477-1","Porphyrins, Stool"
"2816-7","Porphyrins, Stool"
"2817-5","Porphyrins, Stool"
"39774-5","Porphyrins, Stool"
"56512-7","Porphyrins, Stool"
"56554-9","Porphyrins, Stool"
"9733-7","Porphyrins, Stool"
"10885-2","Porphyrins, Urine"
"11225-0","Porphyrins, Urine"
"12246-5","Porphyrins, Urine"
"17475-5","Porphyrins, Urine"
"2818-3","Porphyrins, Urine"
"39771-1","Porphyrins, Urine"
"40396-4","Porphyrins, Urine"
"44014-9","Porphyrins, Urine"
"50901-8","Porphyrins, Urine"
"56970-7","Porphyrins, Urine"
"38160-8","Porphyrins/Creatinine, Urine"
"44353-1","Porphyrins/Creatinine, Urine"
"57378-2","Porphyrins/Creatinine, Urine"
"100826-7","Portable medical order &or advance directive review"
"100828-3","Portable medical order administrative information"
"100970-3","Portable medical order completion information"
"100827-5","Portable medical order discussion participants"
