"ParentGroupId","GroupId","Group","Archetype","Status","VersionFirstReleased"
"LG92-9","LG39143-9","Hematology+Medical oncology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38969-8","Hematology+Medical oncology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39243-7","Hepatology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39061-3","HIV|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG51417-0","Hospitalist|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50890-9","Immunology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39166-0","Infectious disease.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38970-6","Infectious disease|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50871-9","Integrative medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38974-8","Interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39064-7","Internal medicine.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39261-9","Internal medicine.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39068-8","Internal medicine.resident|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39252-8","Internal medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39244-5","Interventional cardiology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39051-4","Interventional radiology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38971-4","Kinesiotherapy|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39126-4","Licensed practical nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39089-4","Maternal and fetal medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50964-2","Medical aid in dying|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39016-7","Medical student|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39127-2","Medical toxicology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39128-0","Mental health.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39167-8","Mental health.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39129-8","Mental health.team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38972-2","Mental health|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39059-7","Multi-specialty program|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39007-6","Neonatal perinatal medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39146-2","Nephrology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38975-5","Nephrology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39174-4","Neurological surgery.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38977-1","Neurological surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39008-4","Neurology w special qualifications in child neuro|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39195-9","Neurology.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39147-0","Neurology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38976-3","Neurology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39294-0","Neuropsychology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50102-9","Nuclear medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39002-7","Nurse practitioner|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38952-4","Nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39221-3","Nutrition and dietetics.team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38978-9","Nutrition and dietetics|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50101-1","Obesity medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39148-8","Obstetrics and gynecology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38968-0","Obstetrics and Gynecology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG51334-7","Obstetrics.midwife|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50069-0","Obstetrics.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50066-6","Obstetrics|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38979-7","Occupational medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38947-4","Occupational therapy|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38980-5","Oncology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39197-5","Ophthalmology.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39141-3","Ophthalmology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38981-3","Ophthalmology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39062-1","Ophthalmology+Optometry|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38982-1","Optometry|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38983-9","Oral and maxillofacial surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39176-9","Orthopaedic surgery.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39157-9","Orthopaedic surgery.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38984-7","Orthopaedic surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39027-4","Orthopedic surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39063-9","Orthotics prosthetics|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG51418-8","Osteopathic medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39198-3","Otolaryngology.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39149-6","Otolaryngology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38985-4","Otolaryngology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39171-0","Pain medicine.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39172-8","Pain medicine.team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39001-9","Pain medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50115-1","Palliative care.social worker|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39230-4","Palliative care.team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39084-5","Palliative care|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39021-7","Pastoral care|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39228-8","Pathology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39005-0","Patient|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39009-2","Pediatric cardiology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39011-8","Pediatric dermatology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39012-6","Pediatric endocrinology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39013-4","Pediatric gastroenterology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39014-2","Pediatric hematology-oncology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39030-8","Pediatric infectious diseases|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39031-6","Pediatric nephrology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39032-4","Pediatric otolaryngology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39033-2","Pediatric pulmonology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39034-0","Pediatric rheumatology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39035-7","Pediatric surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39042-3","Pediatric transplant hepatology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39036-5","Pediatric urology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39037-3","Pediatrics|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50906-3","Pharmacist|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50095-5","Pharmacogenomics|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38986-2","Pharmacology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39207-2","Physical medicine and rehab.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39208-0","Physical medicine and rehab.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39209-8","Physical medicine and rehab.physician|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50116-9","Physical medicine and rehab.social worker|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39211-4","Physical medicine and rehab.team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38987-0","Physical medicine and rehab|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39225-4","Physical therapy.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38948-2","Physical therapy|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39348-4","Physician assistant|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38946-6","Physician|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39187-6","Plastic surgery.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38988-8","Plastic surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50121-9","Podiatry.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39160-3","Podiatry.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38949-0","Podiatry|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG41726-7","Polytrauma|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39070-4","Preventive medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39065-4","Primary care.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39165-2","Primary care.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39069-6","Primary care.physician|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39038-1","Primary care|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39066-2","Psychiatry.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39115-7","Psychiatry.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39161-1","Psychiatry.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38973-0","Psychiatry|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38950-8","Psychology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39046-4","Public health|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39023-3","Pulmonary disease.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39050-6","Pulmonary disease.medical student|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39169-4","Pulmonary disease.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38989-6","Pulmonary disease|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39151-2","Radiation oncology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38990-4","Radiation oncology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39263-5","Radiology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39028-2","Radiology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50085-6","Rapid response team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38991-2","Recreational therapy|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39071-2","Registered nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38992-0","Rehabilitation|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39092-8","Reproductive endocrinology and infertility|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39039-9","Research|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG51024-4","Resident|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38993-8","Respiratory therapy|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39152-0","Rheumatology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38994-6","Rheumatology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39293-2","Sleep medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39178-5","Social work.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38995-3","Social worker|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50976-6","Solid organ transplant|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38951-6","Speech-language pathology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38996-1","Speech-language pathology+Audiology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39183-5","Spinal cord injury medicine.interdisciplinary|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39184-3","Spinal cord injury medicine.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39182-7","Spinal cord injury medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG51138-2","Spinal surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39086-0","Sports medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39239-5","Surgery of the hand|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38965-6","Surgery.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39047-2","Surgery.medical student|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39044-9","Surgery.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39338-5","Surgery.resident|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38966-4","Surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39077-9","Surgical critical care|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39112-4","Surgical oncology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39072-0","Team|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39024-1","Thoracic and cardiac surgery.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39049-8","Thoracic and cardiac surgery.medical student|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38997-9","Thoracic and cardiac surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50128-4","Thromboembolism|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39040-7","Transplant surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39060-5","Trauma|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39257-7","Tumor board|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG51399-0","Undersea and hyperbaric medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39201-5","Urology.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39153-8","Urology.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38998-7","Urology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39088-6","Vascular neurology|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39189-2","Vascular surgery.attending|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39162-9","Vascular surgery.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG38999-5","Vascular surgery|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39079-5","Vocational rehabilitation|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39292-4","Womens health.nurse|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39269-2","Womens health|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG39045-6","Wound care management|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG92-9","LG50951-9","Wound, ostomy, and continence care|ANYTypeOfService|ANYKindOfNote|ANYSetting","","Active",""
"LG96-0","LG40819-1","CT|Extremity|Multisection^W contrast IV|Laterality:ANY","24691-8","Active",""
"LG96-0","LG40845-6","CT|Extremity|Multisection^WO contrast|Laterality:ANY","42278-2","Active",""
"LG96-0","LG40818-3","CT|Extremity|Multisection|Laterality:ANY","24690-0","Active",""
"LG96-0","LG50099-7","CT|Lower extremity|Guidance for drainage+placement of drainage catheter|Laterality:ANY","","Active",""
"LG96-0","LG40813-4","CT|Lower extremity|Multisection^W contrast IV|Laterality:ANY","30624-1","Active",""
"LG96-0","LG40828-2","CT|Lower extremity|Multisection^WO & W contrast IV|Laterality:ANY","36288-9","Active",""
"LG96-0","LG40822-5","CT|Lower extremity|Multisection^WO contrast|Laterality:ANY","30625-8","Active",""
"LG96-0","LG40802-7","CT|Lower extremity|Multisection|Laterality:ANY","35971-1","Active",""
"LG96-0","LG40823-3","CT|Upper extremity|Multisection^W contrast IV|Laterality:ANY","30626-6","Active",""
"LG96-0","LG40829-0","CT|Upper extremity|Multisection^WO & W contrast IV|Laterality:ANY","36334-1","Active",""
"LG96-0","LG40824-1","CT|Upper extremity|Multisection^WO contrast|Laterality:ANY","30627-4","Active",""
"LG96-0","LG40805-0","CT|Upper extremity|Multisection|Laterality:ANY","35981-0","Active",""
"LG96-0","LG40812-6","MR|Lower extremity|Multisection^W contrast IV|Laterality:ANY","39293-6","Active",""
"LG96-0","LG40810-0","MR|Lower extremity|Multisection^WO & W contrast IV|Laterality:ANY","39291-0","Active",""
"LG96-0","LG40811-8","MR|Lower extremity|Multisection^WO contrast|Laterality:ANY","39292-8","Active",""
"LG96-0","LG40804-3","MR|Lower extremity|Multisection|Laterality:ANY","30692-8","Active",""
"LG96-0","LG40809-2","MR|Upper extremity|Multisection^W contrast IV|Laterality:ANY","39037-7","Active",""
"LG96-0","LG40808-4","MR|Upper extremity|Multisection^WO & W contrast IV|Laterality:ANY","39034-4","Active",""
"LG96-0","LG40807-6","MR|Upper extremity|Multisection^WO contrast|Laterality:ANY","39033-6","Active",""
"LG96-0","LG40816-7","MR|Upper extremity|Multisection|Laterality:ANY","24688-4","Active",""
"LG96-0","LG40820-9","US|Extremity|Guidance for drainage+placement of drainage catheter|Laterality:ANY","24692-6","Active",""
"LG96-0","LG40814-2","US|Extremity|Multisection limited|Laterality:ANY","39526-9","Active",""
"LG96-0","LG40821-7","US|Extremity|Multisection|Laterality:ANY","24693-4","Active",""
"LG96-0","LG40840-7","US|Lower extremity|Multisection limited|Laterality:ANY","","Active",""
"LG96-0","LG40833-2","US|Lower extremity|Multisection|Laterality:ANY","30709-0","Active",""
"LG96-0","LG40836-5","US|Upper extremity|Multisection|Laterality:ANY","30710-8","Active",""
"LG96-0","LG40803-5","XR.tomography|Lower extremity|Multisection|Laterality:ANY","35972-9","Active",""
"LG96-0","LG40842-3","XR|Lower extremity|View AP^W standing|Laterality:ANY","","Active",""
"LG96-0","LG40843-1","XR|Lower extremity|View^W standing|Laterality:ANY","","Active",""
"LG96-0","LG40830-8","XR|Lower extremity|View|Laterality:ANY","","Active",""
"LG96-0","LG40838-1","XR|Lower extremity|Views 2|Laterality:ANY","36651-8","Active",""
"LG96-0","LG40839-9","XR|Lower extremity|Views AP + lateral|Laterality:ANY","36692-2","Active",""
"LG96-0","LG40815-9","XR|Lower extremity|Views|Laterality:ANY","24686-8","Active",""
"LG96-0","LG40817-5","XR|Upper extremity|Views|Laterality:ANY","24689-2","Active",""
"LG97-8","LG51352-9","Acanthocytes|Urine/Urine sed","","Active",""
"LG97-8","LG40925-6","Acetaminophen crystals|Urine/Urine sed","","Active",""
"LG97-8","LG50093-0","Albumin|Urine/Urine sed","","Active",""
"LG97-8","LG40874-6","Ammonium urate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG51351-1","Amorphous sediment|Urine/Urine sed","","Active",""
"LG97-8","LG51053-3","Artifact|Urine/Urine sed","","Active",""
"LG97-8","LG51360-2","Atypical crystals|Urine/Urine sed","","Active",""
"LG97-8","LG51361-0","Bacilliform bacteria|Urine/Urine sed","","Active",""
"LG97-8","LG40875-3","Bacteria|Urine/Urine sed","","Active",""
"LG97-8","LG40918-1","Bacterial casts|Urine/Urine sed","","Active",""
"LG97-8","LG40876-1","Bilirubin crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40907-4","Bilirubin|Urine/Urine sed","","Active",""
"LG97-8","LG40857-1","Bladder cells|Urine/Urine sed","","Active",""
"LG97-8","LG40895-1","Broad casts|Urine/Urine sed","","Active",""
"LG97-8","LG40877-9","Calcium carbonate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40878-7","Calcium oxalate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG51349-5","Calcium oxalate dihydrate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG51358-6","Calcium oxalate monohydrate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40879-5","Calcium phosphate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40880-3","Calcium sulfate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40928-0","Casts type not specified|Urine/Urine sed","","Active",""
"LG97-8","LG40873-8","Casts|Urine/Urine sed","","Active",""
"LG97-8","LG40881-1","Cholesterol crystals|Urine/Urine sed","","Active",""
"LG97-8","LG51362-8","Cocci bacteria|Urine/Urine sed","","Active",""
"LG97-8","LG51350-3","Crystal casts|Urine/Urine sed","","Active",""
"LG97-8","LG40930-6","Crystals unspecified|Urine/Urine sed","","Active",""
"LG97-8","LG40959-5","Crystals.amorphous|Urine/Urine sed","","Active",""
"LG97-8","LG40882-9","Crystals.unidentified|Urine/Urine sed","","Active",""
"LG97-8","LG40926-4","Crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40883-7","Cystine crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40884-5","Eosinophils|Urine/Urine sed","","Active",""
"LG97-8","LG40885-2","Epithelial casts|Urine/Urine sed","","Active",""
"LG97-8","LG40929-8","Epithelial cells.non-squamous|Urine/Urine sed","","Active",""
"LG97-8","LG40860-5","Epithelial cells.renal|Urine/Urine sed","","Active",""
"LG97-8","LG40856-3","Epithelial cells.squamous|Urine/Urine sed","","Active",""
"LG97-8","LG40869-6","Epithelial cells|Urine/Urine sed","","Active",""
"LG97-8","LG40900-9","Erythrocyte casts|Urine/Urine sed","","Active",""
"LG97-8","LG40961-1","Erythrocyte clumps|Urine/Urine sed","","Active",""
"LG97-8","LG40971-0","Erythrocytes.dysmorphic|Urine/Urine sed","","Active",""
"LG97-8","LG51347-9","Erythrocytes.ghost cells|Urine/Urine sed","","Active",""
"LG97-8","LG51346-1","Erythrocytes.non-dysmorphic|Urine/Urine sed","","Active",""
"LG97-8","LG40868-8","Erythrocytes|Urine/Urine sed","","Active",""
"LG97-8","LG40892-8","Fat.microscopic observation|Urine/Urine sed","","Active",""
"LG97-8","LG40960-3","Fat|Urine/Urine sed","","Active",""
"LG97-8","LG40887-8","Fatty casts|Urine/Urine sed","","Active",""
"LG97-8","LG51355-2","Free lipid droplets|Urine/Urine sed","","Active",""
"LG97-8","LG40872-0","Fungi.filamentous|Urine/Urine sed","","Active",""
"LG97-8","LG40871-2","Fungi.yeastlike|Urine/Urine sed","","Active",""
"LG97-8","LG40865-4","Glucose|Urine/Urine sed","","Active",""
"LG97-8","LG40897-7","Granular casts.coarse|Urine/Urine sed","","Active",""
"LG97-8","LG40898-5","Granular casts.fine|Urine/Urine sed","","Active",""
"LG97-8","LG40888-6","Granular casts|Urine/Urine sed","","Active",""
"LG97-8","LG40952-0","Hemoglobin|Urine/Urine sed","","Active",""
"LG97-8","LG40889-4","Hippurate crystals|Urine/Urine sed","","Active",""
"LG97-8","LG40909-0","Histiocytes|Urine/Urine sed","","Active",""
"LG97-8","LG40890-2","Hyaline casts|Urine/Urine sed","","Active",""
