"Category","GroupId","Archetype","LoincNumber","LongCommonName"
"Reportable microbiology","LG41632-7","","7998-8","Rickettsia spotted fever group IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","7999-6","Rickettsia spotted fever group IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8000-2","Rickettsia typhus group Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8001-0","Rickettsia typhus group IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8002-8","Rickettsia typhus group IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8003-6","Rickettsia rickettsii IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8004-4","Rickettsia rickettsii IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8005-1","Rickettsia rickettsii RNA [Presence] in Serum by NAA with probe detection"
"Reportable microbiology","LG41632-7","","8007-7","Rickettsia typhi IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","8008-5","Rickettsia typhi IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41632-7","","87923-9","Rickettsia conorii IgM Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41632-7","","87924-7","Rickettsia conorii IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","101149-3","Borrelia burgdorferi IgM Ab index [Units/volume] in Serum and CSF"
"Reportable microbiology","LG41633-5","","101353-1","Borrelia burgdorferi Ab [Interpretation] in Serum Qualitative by IA.MTTT"
"Reportable microbiology","LG41633-5","","101358-0","Borrelia burgdorferi Ab [Interpretation] in Serum by IA.MTTT"
"Reportable microbiology","LG41633-5","","10846-4","Borrelia burgdorferi DNA [Presence] in Blood by Probe with amplification"
"Reportable microbiology","LG41633-5","","10847-2","Borrelia burgdorferi DNA [Presence] in Body fluid by Probe with amplification"
"Reportable microbiology","LG41633-5","","11006-4","Borrelia burgdorferi Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","11007-2","Borrelia burgdorferi Ag [Units/volume] in Urine"
"Reportable microbiology","LG41633-5","","11550-1","Borrelia burgdorferi [Presence] in Specimen by Organism specific culture"
"Reportable microbiology","LG41633-5","","11551-9","Borrelia burgdorferi DNA [Presence] in Cerebral spinal fluid by Probe with amplification"
"Reportable microbiology","LG41633-5","","12781-1","Borrelia burgdorferi Ab band pattern [Interpretation] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12860-3","Borrelia burgdorferi 39kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12861-1","Borrelia burgdorferi 88kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12862-9","Borrelia burgdorferi 66kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12863-7","Borrelia burgdorferi 41kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12864-5","Borrelia burgdorferi 25kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12865-2","Borrelia burgdorferi 29kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12866-0","Borrelia burgdorferi 18kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12867-8","Borrelia burgdorferi 58kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12868-6","Borrelia burgdorferi 47kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12869-4","Borrelia burgdorferi 30kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12873-6","Borrelia burgdorferi 88kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12874-4","Borrelia burgdorferi 93kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12877-7","Borrelia burgdorferi 47kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12878-5","Borrelia burgdorferi 29kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12879-3","Borrelia burgdorferi 25kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12880-1","Borrelia burgdorferi 58kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12881-9","Borrelia burgdorferi 47kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12882-7","Borrelia burgdorferi 29kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12883-5","Borrelia burgdorferi 18kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12884-3","Borrelia burgdorferi 39kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12885-0","Borrelia burgdorferi 88kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12886-8","Borrelia burgdorferi 66kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12887-6","Borrelia burgdorferi 41kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12888-4","Borrelia burgdorferi 25kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12889-2","Borrelia burgdorferi 30kD Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","12890-0","Borrelia burgdorferi 45kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12891-8","Borrelia burgdorferi 41kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12892-6","Borrelia burgdorferi 30kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","12896-7","Borrelia burgdorferi 58kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","13202-7","Borrelia burgdorferi IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","13203-5","Borrelia burgdorferi IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","13204-3","Borrelia burgdorferi IgG Ab [Units/volume] in Cerebral spinal fluid by Immunofluorescence"
"Reportable microbiology","LG41633-5","","13205-0","Borrelia burgdorferi IgM Ab [Units/volume] in Cerebral spinal fluid by Immunofluorescence"
"Reportable microbiology","LG41633-5","","13206-8","Borrelia burgdorferi IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","13207-6","Borrelia burgdorferi IgM Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","13208-4","Borrelia hermsii IgG Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","13209-2","Borrelia hermsii IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","13502-0","Borrelia burgdorferi IgG band pattern [Interpretation] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","13503-8","Borrelia burgdorferi IgM band pattern [Interpretation] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","13504-6","Deprecated Borrelia burgdorferi Ab [interpretation] in Serum"
"Reportable microbiology","LG41633-5","","14077-2","Borrelia burgdorferi IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","14078-0","Borrelia burgdorferi IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","16475-6","Borrelia burgdorferi Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","16476-4","Borrelia burgdorferi Ab [Presence] in Body fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","16477-2","Borrelia burgdorferi Ab [Presence] in Body fluid"
"Reportable microbiology","LG41633-5","","16478-0","Borrelia burgdorferi IgA Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","16479-8","Borrelia burgdorferi IgA Ab [Presence] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","16480-6","Borrelia burgdorferi IgG Ab [Presence] in Serum or Plasma by Immunoassay"
"Reportable microbiology","LG41633-5","","16481-4","Borrelia burgdorferi IgG Ab [Units/volume] in Body fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","16482-2","Borrelia burgdorferi IgM Ab [Units/volume] in Body fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","16483-0","Borrelia hermsii [Presence] in Specimen by Organism specific culture"
"Reportable microbiology","LG41633-5","","18201-4","Borrelia burgdorferi IgA Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","18202-2","Borrelia burgdorferi IgA Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","18203-0","Borrelia burgdorferi IgG+IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","19052-0","Borrelia burgdorferi DNA [Presence] in Urine by Probe with amplification"
"Reportable microbiology","LG41633-5","","20449-5","Borrelia burgdorferi Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","21116-9","Borrelia burgdorferi 66kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","21117-7","Borrelia burgdorferi 93kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","21118-5","Borrelia burgdorferi IgG Ab [Presence] in Synovial fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","21119-3","Borrelia burgdorferi IgM Ab [Presence] in Synovial fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","21120-1","Borrelia burgdorferi DNA [Presence] in Urine by NAA with probe detection"
"Reportable microbiology","LG41633-5","","21121-9","Borrelia hermsii IgG Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","21122-7","Borrelia hermsii IgM Ab [Titer] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","22118-4","Borrelia burgdorferi Ab [Presence] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22119-2","Borrelia burgdorferi Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22120-0","Borrelia burgdorferi Ab [Units/volume] in Body fluid"
"Reportable microbiology","LG41633-5","","22121-8","Borrelia burgdorferi Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","22122-6","Borrelia burgdorferi Ab [Titer] in Serum"
"Reportable microbiology","LG41633-5","","22123-4","Borrelia burgdorferi IgA Ab [Presence] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22124-2","Borrelia burgdorferi IgA Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","22125-9","Borrelia burgdorferi IgG Ab [Presence] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22126-7","Borrelia burgdorferi IgG Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22127-5","Borrelia burgdorferi IgG Ab [Units/volume] in Body fluid"
"Reportable microbiology","LG41633-5","","22128-3","Borrelia burgdorferi IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","22129-1","Borrelia burgdorferi IgG Ab [Presence] in Synovial fluid"
"Reportable microbiology","LG41633-5","","22130-9","Borrelia burgdorferi IgG Ab [Titer] in Serum"
"Reportable microbiology","LG41633-5","","22131-7","Borrelia burgdorferi IgG+IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","22132-5","Borrelia burgdorferi IgM Ab [Presence] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22133-3","Borrelia burgdorferi IgM Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","22134-1","Borrelia burgdorferi IgM Ab [Units/volume] in Body fluid"
"Reportable microbiology","LG41633-5","","22135-8","Borrelia burgdorferi IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","22136-6","Borrelia burgdorferi IgM Ab [Presence] in Synovial fluid"
"Reportable microbiology","LG41633-5","","22137-4","Borrelia burgdorferi IgM Ab [Titer] in Serum"
"Reportable microbiology","LG41633-5","","22138-2","Borrelia hermsii IgG Ab [Titer] in Serum"
"Reportable microbiology","LG41633-5","","22139-0","Borrelia hermsii IgM Ab [Titer] in Serum"
"Reportable microbiology","LG41633-5","","23676-0","Borrelia burgdorferi Ab [Presence] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","23833-7","Borrelia burgdorferi Ab index [Presence] in Serum and CSF"
"Reportable microbiology","LG41633-5","","23966-5","Borrelia burgdorferi IgG Ab [Titer] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","23977-2","Borrelia burgdorferi Ag [Presence] in Specimen by Immunofluorescence"
"Reportable microbiology","LG41633-5","","23978-0","Borrelia burgdorferi IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence"
"Reportable microbiology","LG41633-5","","23979-8","Borrelia burgdorferi IgG band pattern [Interpretation] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","23980-6","Borrelia burgdorferi IgG Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","23981-4","Borrelia burgdorferi IgG band pattern [Interpretation] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","23982-2","Borrelia burgdorferi IgM Ab [Presence] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","23983-0","Borrelia burgdorferi IgM band pattern [Interpretation] in Body fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","23984-8","Borrelia burgdorferi IgM Ab [Titer] in Cerebral spinal fluid by Immunofluorescence"
"Reportable microbiology","LG41633-5","","23985-5","Borrelia burgdorferi IgM band pattern [Interpretation] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","24036-6","Borrelia sp Ag [Presence] in Specimen by Immunofluorescence"
"Reportable microbiology","LG41633-5","","26006-7","Borrelia burgdorferi Ab [Presence] in Serum by Hemagglutination"
"Reportable microbiology","LG41633-5","","26631-2","Borrelia hermsii Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","27982-8","Borrelia burgdorferi 66kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","27983-6","Deprecated Borrelia burgdorferi 41kD Ab [Presence] in Serum by Immunoblot (IB)"
"Reportable microbiology","LG41633-5","","27985-1","Borrelia burgdorferi 18kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","27986-9","Borrelia burgdorferi 28kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","27992-7","Borrelia burgdorferi 23kD Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28002-4","Borrelia burgdorferi 39kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","28036-2","Borrelia burgdorferi 39kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28037-0","Borrelia burgdorferi 39kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28039-6","Borrelia burgdorferi 66kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28040-4","Borrelia burgdorferi 41kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28043-8","Borrelia burgdorferi 41kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28048-7","Borrelia burgdorferi 58kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28053-7","Borrelia burgdorferi 30kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28054-5","Borrelia burgdorferi 93kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28055-2","Borrelia burgdorferi 45kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28056-0","Borrelia burgdorferi 28kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28057-8","Borrelia burgdorferi 23kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28058-6","Borrelia burgdorferi 21kD IgG Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","28062-8","Borrelia burgdorferi 23kD IgM Ab [Presence] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","29898-4","Borrelia burgdorferi IgG Ab [Presence] in Specimen by Immunoblot"
"Reportable microbiology","LG41633-5","","29952-9","Borrelia burgdorferi Ag [Mass/volume] in Urine by Immunoassay"
"Reportable microbiology","LG41633-5","","30010-3","Borrelia burgdorferi 93kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30011-1","Borrelia burgdorferi 45kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30012-9","Borrelia burgdorferi 28kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30013-7","Borrelia burgdorferi 23kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30014-5","Borrelia burgdorferi 21kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30015-2","Borrelia burgdorferi 41kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30016-0","Borrelia burgdorferi 66kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30017-8","Borrelia burgdorferi 58kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30018-6","Borrelia burgdorferi 30kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30019-4","Borrelia burgdorferi 41kD IgM Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30020-2","Borrelia burgdorferi 39kD IgM Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30021-0","Borrelia burgdorferi 23kD IgM Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","30128-3","Borrelia burgdorferi Ab [Units/volume] in Serum --2nd specimen"
"Reportable microbiology","LG41633-5","","30526-8","Borrelia burgdorferi IgM Ab [Presence] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","31155-5","Borrelia burgdorferi Ab [Units/volume] in Specimen by Immunoassay"
"Reportable microbiology","LG41633-5","","31268-6","Borrelia burgdorferi IgG Ab [Presence] in Specimen"
"Reportable microbiology","LG41633-5","","31269-4","Borrelia burgdorferi IgM Ab [Presence] in Body fluid"
"Reportable microbiology","LG41633-5","","31738-8","Borrelia burgdorferi Ag [Presence] in Specimen"
"Reportable microbiology","LG41633-5","","31739-6","Borrelia sp Ag [Presence] in Specimen"
"Reportable microbiology","LG41633-5","","32666-0","Borrelia burgdorferi 25kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","32667-8","Borrelia burgdorferi DNA [Presence] in Blood by NAA with probe detection"
"Reportable microbiology","LG41633-5","","32668-6","Borrelia burgdorferi DNA [Presence] in Cerebral spinal fluid by NAA with probe detection"
"Reportable microbiology","LG41633-5","","32669-4","Borrelia burgdorferi DNA [Presence] in Synovial fluid by NAA with probe detection"
"Reportable microbiology","LG41633-5","","32767-6","Deprecated Borrelia burgdorferi 25kD IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","33597-6","Deprecated Borrelia burgdorferi 34kD IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","33932-5","Borrelia burgdorferi Ab [Titer] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","34148-7","Borrelia burgdorferi IgG+IgM Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","34251-9","Borrelia garinii IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","34252-7","Borrelia garinii IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","35638-6","Borrelia burgdorferi DNA [Presence] in Tissue by NAA with probe detection"
"Reportable microbiology","LG41633-5","","38173-1","Borrelia burgdorferi C6 Ab [Units/volume] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","38174-9","Borrelia burgdorferi C6 Ab [Units/volume] in Cerebral spinal fluid by Immunoassay"
"Reportable microbiology","LG41633-5","","40612-4","Borrelia burgdorferi IgM Ab [Presence] in Serum or Plasma by Immunoassay"
"Reportable microbiology","LG41633-5","","41279-1","Borrelia burgdorferi IgG Ab/IgM Ab [Ratio] in Serum"
"Reportable microbiology","LG41633-5","","42236-0","Borrelia burgdorferi DNA [Presence] in Tick by NAA with probe detection"
"Reportable microbiology","LG41633-5","","42237-8","Borrelia burgdorferi 18kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","42238-6","Borrelia burgdorferi 23kD Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","42239-4","Borrelia burgdorferi 39kD IgG Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","42589-2","Borrelia burgdorferi DNA [Presence] in Body fluid by NAA with probe detection"
"Reportable microbiology","LG41633-5","","42590-0","Borrelia sp Ab [Titer] in Serum"
"Reportable microbiology","LG41633-5","","42767-4","Borrelia burgdorferi IgG and IgM [Interpretation] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","43074-4","Borrelia burgdorferi C6 Ab [Units/volume] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","43075-1","Borrelia burgdorferi C6 Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","43076-9","Borrelia burgdorferi IgM Ab [Titer] in Cerebral spinal fluid"
"Reportable microbiology","LG41633-5","","43077-7","Borrelia burgdorferi Ab [Units/volume] in Specimen"
"Reportable microbiology","LG41633-5","","43573-5","Borrelia burgdorferi IgM Ab [Units/volume] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","43842-4","Borrelia burgdorferi Ab [Titer] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","44020-6","Borrelia burgdorferi Ab [Presence] in Synovial fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","44452-1","Borrelia burgdorferi Ab [Units/volume] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","44453-9","Borrelia burgdorferi Ab [Units/volume] in Cerebral spinal fluid by Immunoblot"
"Reportable microbiology","LG41633-5","","44454-7","Borrelia burgdorferi Ab [Units/volume] in Synovial fluid"
"Reportable microbiology","LG41633-5","","44455-4","Borrelia burgdorferi Ab [Units/volume] in Serum by Immunoassay --1st specimen"
"Reportable microbiology","LG41633-5","","44456-2","Borrelia burgdorferi Ab [Units/volume] in Serum --1st specimen"
"Reportable microbiology","LG41633-5","","44457-0","Borrelia sp Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","44946-2","Borrelia burgdorferi 31kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","44947-0","Borrelia burgdorferi 31kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","44948-8","Borrelia burgdorferi 34kD IgM Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","44949-6","Borrelia burgdorferi 34kD IgG Ab [Presence] in Serum by Immunoblot"
"Reportable microbiology","LG41633-5","","45165-8","Borrelia burgdorferi IgA Ab [Units/volume] in Serum by Immunofluorescence"
"Reportable microbiology","LG41633-5","","45189-8","Borrelia burgdorferi Ab [Presence] in Cerebral spinal fluid by Immunofluorescence"
"Reportable microbiology","LG41633-5","","46112-9","Deprecated Borrelia burgdorferi 18kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46113-7","Deprecated Borrelia burgdorferi 23kD IgM Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46114-5","Deprecated Borrelia burgdorferi 23kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46115-2","Deprecated Borrelia burgdorferi 28kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46116-0","Deprecated Borrelia burgdorferi 30kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46117-8","Deprecated Borrelia burgdorferi 39kD IgM Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46118-6","Deprecated Borrelia burgdorferi 39kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46119-4","Deprecated Borrelia burgdorferi 41kD IgM Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46120-2","Deprecated Borrelia burgdorferi 41kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46121-0","Deprecated Borrelia burgdorferi 45kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46122-8","Deprecated Borrelia burgdorferi 58kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46123-6","Deprecated Borrelia burgdorferi 66kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46124-4","Deprecated Borrelia burgdorferi 93kD IgG Ab [Presence] in Serum by Immunoassay"
"Reportable microbiology","LG41633-5","","46161-6","Deprecated Borrelia burgdorferi 18kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46162-4","Deprecated Borrelia burgdorferi 23kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46163-2","Deprecated Borrelia burgdorferi 23kD IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46164-0","Deprecated Borrelia burgdorferi 28kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46165-7","Deprecated Borrelia burgdorferi 30kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46166-5","Deprecated Borrelia burgdorferi 39kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46167-3","Deprecated Borrelia burgdorferi 39kD IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46168-1","Deprecated Borrelia burgdorferi 41kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46169-9","Deprecated Borrelia burgdorferi 41kD IgM Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46170-7","Deprecated Borrelia burgdorferi 45kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46171-5","Deprecated Borrelia burgdorferi 58kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46172-3","Deprecated Borrelia burgdorferi 66kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46173-1","Deprecated Borrelia burgdorferi 93kD IgG Ab [Presence] in Serum"
"Reportable microbiology","LG41633-5","","46174-9","Borrelia burgdorferi IgA Ab [Units/volume] in Serum"
"Reportable microbiology","LG41633-5","","46248-1","Borrelia burgdorferi IgG and IgM [Interpretation] in Serum by Immunoassay"
